RidingNum,Riding,LastName,FirstName,Party,Votes
10001,Avalon,Connors,Paul,Liberal,27563
10001,Avalon,Kent,Steve,Conservative,16953
10001,Avalon,Tilley,Alexander,Rhinoceros,230
10001,Avalon,Vanta,Judy,NDP,2284
10002,Cape Spear,Curtis,Corey,Conservative,11844
10002,Cape Spear,Osborne,Tom,Liberal,31388
10002,Cape Spear,Peach,Mike,AnimalProtection,170
10002,Cape Spear,Tingate,Kaelem,Green,140
10002,Cape Spear,Walsh,Brenda,NDP,2446
10003,Central Newfoundland,Powell,Lynette,Liberal,17696
10003,Central Newfoundland,Small,Clifford,Conservative,21975
10003,Central Newfoundland,Vincent,Darian,NDP,965
10004,Labrador,Earle,Philip,Liberal,5811
10004,Labrador,Normore,Marius,NDP,764
10004,Labrador,Wallace,Ella,Conservative,4709
10005,Long Range Mountains,Anstey,Carol,Conservative,23232
10005,Long Range Mountains,Bradshaw,Don,Liberal,19726
10005,Long Range Mountains,Coles,Robbie,Independent,637
10005,Long Range Mountains,Geiger,Pamela,PPC,537
10005,Long Range Mountains,Parsons,Sarah,NDP,2011
10006,St. John's East,Brazil,David,Conservative,11941
10006,St. John's East,Crandell,Otis,Green,159
10006,St. John's East,Crete,Samuel,Communist,98
10006,St. John's East,Shortall,Mary,NDP,5172
10006,St. John's East,Thompson,Joanne,Liberal,28681
10007,Terra Nova--The Peninsulas,Germain,Anthony,Liberal,19704
10007,Terra Nova--The Peninsulas,Rowe,Jonathan,Conservative,19692
10007,Terra Nova--The Peninsulas,Ryan,Liam,NDP,1677
11001,Cardigan,Aylward,James,Conservative,9442
11001,Cardigan,Harding,Adam,PPC,180
11001,Cardigan,MacDonald,Kent,Liberal,14404
11001,Cardigan,Phelan,Wayne,Independent,404
11001,Cardigan,Rodriguez,Maria,Green,326
11001,Cardigan,Thiele,Lynne,NDP,505
11002,Charlottetown,Byrne,Joe,NDP,906
11002,Charlottetown,Casey,Sean,Liberal,13656
11002,Charlottetown,Cousins,Daniel,Green,257
11002,Charlottetown,Jameson,Natalie,Conservative,6139
11002,Charlottetown,Lucas,Robert,PPC,131
11003,Egmont,MacFarlane,Ranald,Green,538
11003,Egmont,McLellan,Logan,Conservative,10419
11003,Egmont,Morrissey,Bobby,Liberal,12466
11003,Egmont,Rybinski,Carol,NDP,585
11004,Malpeque,Baughan,Hilda,PPC,132
11004,Malpeque,Fox,Jamie,Conservative,9846
11004,Malpeque,Keenan,Anna,Green,1049
11004,Malpeque,MacDonald,Heath,Liberal,15485
11004,Malpeque,Mackay,Cassie,NDP,371
12001,Acadie--Annapolis,Deon,Ingrid,NDP,1768
12001,Acadie--Annapolis,LeBlanc,Ronnie,Liberal,22491
12001,Acadie--Annapolis,Piggott,Matthew,Green,583
12001,Acadie--Annapolis,Strange,James,PPC,432
12001,Acadie--Annapolis,d'Entremont,Chris,Conservative,23024
12002,Cape Breton--Canso--Antigonish,Battiste,Jaime,Liberal,24908
12002,Cape Breton--Canso--Antigonish,Clark,Joanna,NDP,1930
12002,Cape Breton--Canso--Antigonish,MacMaster,Allan,Conservative,20870
12002,Cape Breton--Canso--Antigonish,Smyth,Ryan,PPC,333
12002,Cape Breton--Canso--Antigonish,Wall,Rebecca,Independent,237
12003,Central Nova,Fraser,Sean,Liberal,26078
12003,Central Nova,Jenkins,Brycen,Conservative,21465
12003,Central Nova,MacDonald,Jesiah,NDP,1649
12003,Central Nova,MacEachern,Charlie,PPC,331
12003,Central Nova,MacKenzie,Alexander,Independent,235
12003,Central Nova,Romsa,Gerald,Green,455
12004,Cumberland--Colchester,Callaghan,Kelly-Ann,Green,694
12004,Cumberland--Colchester,Church,Paul,PPC,333
12004,Cumberland--Colchester,Duchesne,Larry,NDP,1873
12004,Cumberland--Colchester,Ellis,Stephen,Conservative,22701
12004,Cumberland--Colchester,Hirtle,Alana,Liberal,23929
12005,Dartmouth--Cole Harbour,Fisher,Darren,Liberal,40367
12005,Dartmouth--Cole Harbour,Lindsay,Michelle,PPC,750
12005,Dartmouth--Cole Harbour,Morrison,Keith,NDP,4201
12005,Dartmouth--Cole Harbour,Obeid,Isabelle,Conservative,13557
12005,Dartmouth--Cole Harbour,Shea,Joseph,Libertarian,131
12005,Dartmouth--Cole Harbour,Zaman,Rana,Green,628
12006,Halifax,Aliasut,Maricar,PPC,271
12006,Halifax,Boudreau,Mark,Conservative,9939
12006,Halifax,Hamel-Gregory,Amethyste,Green,422
12006,Halifax,Miedema,Shannon,Liberal,32886
12006,Halifax,Roberts,Lisa,NDP,8642
12007,Halifax West,Batherson,Rob,Conservative,15020
12007,Halifax West,Diab,Lena Metlege,Liberal,36200
12007,Halifax West,LeRue,Adam,PPC,384
12007,Halifax West,Parker,Ron G.,Green,497
12007,Halifax West,Tench,Rae,NDP,3083
12008,Kings--Hants,Beazley,Karen,Green,825
12008,Kings--Hants,Blois,Kody,Liberal,35836
12008,Kings--Hants,Cargill,Alexander,PPC,591
12008,Kings--Hants,Doerr,Paul,NDP,2154
12008,Kings--Hants,Hirtle,Joel,Conservative,19773
12009,Sackville--Bedford--Preston,Anderson,Andre,Green,526
12009,Sackville--Bedford--Preston,Carroll,Dave,Conservative,18860
12009,Sackville--Bedford--Preston,Clark,Braedon,Liberal,36062
12009,Sackville--Bedford--Preston,Slaney,Ryan,PPC,418
12009,Sackville--Bedford--Preston,Wilson,Isaac,NDP,2324
12010,South Shore--St. Margarets,Boyd,Patrick Shea,PPC,698
12010,South Shore--St. Margarets,Embrett,Mark,Green,818
12010,South Shore--St. Margarets,Fancy-Landry,Jessica,Liberal,27831
12010,South Shore--St. Margarets,Henderson,Hayden,Independent,500
12010,South Shore--St. Margarets,Perkins,Rick,Conservative,20864
12011,Sydney--Glace Bay,Boisvert,Nik,MarxistLeninist,85
12011,Sydney--Glace Bay,Evely,Jeffrey,PPC,589
12011,Sydney--Glace Bay,Gallant,Chris,CFP,169
12011,Sydney--Glace Bay,Kelloway,Mike,Liberal,25766
12011,Sydney--Glace Bay,Losier,Kimberly,NDP,1789
12011,Sydney--Glace Bay,Manley,Anna,Conservative,17978
12011,Sydney--Glace Bay,Pittman,Michael,Libertarian,189
12011,Sydney--Glace Bay,Ward,Joe,Independent,601
13001,Acadie--Bathurst,Boulay,Ty,NDP,2108
13001,Acadie--Bathurst,Brown,James,Conservative,12541
13001,Acadie--Bathurst,Cormier,Serge,Liberal,32556
13001,Acadie--Bathurst,Raynard,Randi Rachelle,PPC,1043
13002,Beausejour,Allen,Donna,Libertarian,388
13002,Beausejour,Cornell,Eddie,PPC,503
13002,Beausejour,Gagne,Alex,NDP,1448
13002,Beausejour,LeBlanc,Dominic,Liberal,36139
13002,Beausejour,Shaddick,Josh,Green,1291
13002,Beausejour,Vautour,Nathalie,Conservative,19862
13003,Fredericton--Oromocto,Allen-Leblanc,Pam,Green,1568
13003,Fredericton--Oromocto,Cardy,Dominic,CFP,345
13003,Fredericton--Oromocto,Ellis,Brandon,Centrist,44
13003,Fredericton--Oromocto,Lyons-MacFarlane,Nicki,NDP,908
13003,Fredericton--Oromocto,Macdonald,Brian,Conservative,16200
13003,Fredericton--Oromocto,Michaud,Heather,PPC,208
13003,Fredericton--Oromocto,Myles,David,Liberal,30750
13003,Fredericton--Oromocto,Patterson,June,Communist,146
13004,Fundy Royal,Andrie,Cindy,NDP,1507
13004,Fundy Royal,Johnsen,Hans,Green,961
13004,Fundy Royal,Kudla,Bill,Liberal,19103
13004,Fundy Royal,MacFarlane,Alastair,PPC,629
13004,Fundy Royal,Moore,Rob,Conservative,25411
13005,Madawaska--Restigouche,Deschenes-Theriault,Guillaume,Liberal,22720
13005,Madawaska--Restigouche,Mercier,Nancy,PPC,887
13005,Madawaska--Restigouche,Morin,Michel,Conservative,16320
13005,Madawaska--Restigouche,Petersen,Daisy,NDP,1251
13006,Miramichi--Grand Lake,Clark,Matthew Ian,Green,831
13006,Miramichi--Grand Lake,Dawson,Mike,Conservative,18421
13006,Miramichi--Grand Lake,Floyd,Josh,NDP,968
13006,Miramichi--Grand Lake,Harris,Lisa,Liberal,18037
13007,Moncton--Dieppe,Dionne,Jocelyn,Conservative,14974
13007,Moncton--Dieppe,Dunn,Marshall,Green,994
13007,Moncton--Dieppe,Landry,Serge,NDP,1775
13007,Moncton--Dieppe,Petitpas Taylor,Ginette,Liberal,30215
13008,Saint John--Kennebecasis,Cormier,Armand,NDP,1206
13008,Saint John--Kennebecasis,Long,Wayne,Liberal,26129
13008,Saint John--Kennebecasis,MacFarquhar,David,Green,737
13008,Saint John--Kennebecasis,Venedam,Austin,Libertarian,108
13008,Saint John--Kennebecasis,Young,Melissa,Conservative,16787
13009,Saint John--St. Croix,Hill,Andrew,NDP,1643
13009,Saint John--St. Croix,Irish,Gerald,Green,794
13009,Saint John--St. Croix,Ludwig,Karen,Liberal,20784
13009,Saint John--St. Croix,Tays,Keith,Libertarian,280
13009,Saint John--St. Croix,Williamson,John,Conservative,26591
13010,Tobique--Mactaquac,Bragdon,Richard,Conservative,23322
13010,Tobique--Mactaquac,Brundle,Vern,PPC,501
13010,Tobique--Mactaquac,MacDougall,Liam,Green,806
13010,Tobique--Mactaquac,Moulton,Julian,Liberal,14226
13010,Tobique--Mactaquac,Winter,Michael John,NDP,812
24001,Abitibi--Baie-James--Nunavik--Eeyou,Berube,Sylvie,BQ,10381
24001,Abitibi--Baie-James--Nunavik--Eeyou,Corriveau,Steve,Conservative,6850
24001,Abitibi--Baie-James--Nunavik--Eeyou,Gull-Masty,Mandy,Liberal,12578
24001,Abitibi--Baie-James--Nunavik--Eeyou,Higashihara,Thai Dillon,NDP,752
24002,Abitibi--Temiscamingue,Andresen,Jonathan,Liberal,13551
24002,Abitibi--Temiscamingue,Juneau,Jeremie,NDP,1480
24002,Abitibi--Temiscamingue,Lemire,Sebastien,BQ,24774
24002,Abitibi--Temiscamingue,Palin-Bussieres,Vincent,Rhinoceros,449
24002,Abitibi--Temiscamingue,Tardif,Steve,Conservative,9861
24003,Ahuntsic-Cartierville,Ben Youssef,Nabila,BQ,8538
24003,Ahuntsic-Cartierville,Issa,Idil,NDP,3333
24003,Ahuntsic-Cartierville,Joly,Melanie,Liberal,30833
24003,Ahuntsic-Cartierville,Ramos,Margie,Conservative,7600
24003,Ahuntsic-Cartierville,Sullivan,Linda,MarxistLeninist,273
24004,Alfred-Pellan,Dion,Isabel,BQ,12259
24004,Alfred-Pellan,Iacono,Angelo,Liberal,32934
24004,Alfred-Pellan,Ialenti,Louis,Conservative,12671
24004,Alfred-Pellan,Larochelle,Jordan,NDP,2044
24004,Alfred-Pellan,Mbany,Ludovic,PPC,423
24005,Argenteuil--La Petite-Nation,Charron,Martin,Conservative,14697
24005,Argenteuil--La Petite-Nation,Fuchsman-Small,Bertha,Green,807
24005,Argenteuil--La Petite-Nation,Heroux,Martin,BQ,13520
24005,Argenteuil--La Petite-Nation,Lauzon,Stephane,Liberal,28124
24005,Argenteuil--La Petite-Nation,Therrien,Lindsey,PPC,586
24005,Argenteuil--La Petite-Nation,Welt,Michel,NDP,1499
24006,Beauce,Bernier,Maxime,PPC,3626
24006,Beauce,Doumbia,Maryelle-Henriette,Liberal,12057
24006,Beauce,Groleau,Jason,Conservative,37604
24006,Beauce,Lafond-Poirier,Annabelle,NDP,1100
24006,Beauce,Mathieu,Gaetan,BQ,8595
24007,Beauharnois--Salaberry--Soulanges--Huntingdon,Debellefeuille,Claude,BQ,30005
24007,Beauharnois--Salaberry--Soulanges--Huntingdon,Jones,Tyler,NDP,1663
24007,Beauharnois--Salaberry--Soulanges--Huntingdon,Levesque,Martin,PPC,675
24007,Beauharnois--Salaberry--Soulanges--Huntingdon,Perras,Miguel,Liberal,21939
24007,Beauharnois--Salaberry--Soulanges--Huntingdon,Solarik,Kristian,Green,802
24007,Beauharnois--Salaberry--Soulanges--Huntingdon,St-Pierre,Priska,Conservative,13230
24008,Beauport--Limoilou,Cote,Raymond,NDP,2095
24008,Beauport--Limoilou,Elhak,Dalila,Green,924
24008,Beauport--Limoilou,Langlois,Hugo,Conservative,18492
24008,Beauport--Limoilou,Lavoie,Steeve,Liberal,21858
24008,Beauport--Limoilou,Massicotte,Andree,PPC,396
24008,Beauport--Limoilou,Moreau,Claude,MarxistLeninist,95
24008,Beauport--Limoilou,Vignola,Julie,BQ,17558
24009,Becancour--Nicolet--Saurel--Alnobak,Gagnon,Tommy,NDP,1112
24009,Becancour--Nicolet--Saurel--Alnobak,Lapierre,Yanick,Green,738
24009,Becancour--Nicolet--Saurel--Alnobak,Plamondon,Louis,BQ,25506
24009,Becancour--Nicolet--Saurel--Alnobak,Plourde,Michel,Conservative,11717
24009,Becancour--Nicolet--Saurel--Alnobak,Stillo,Lara,PPC,432
24009,Becancour--Nicolet--Saurel--Alnobak,Tousignant,Pierre,Liberal,14813
24010,Bellechasse--Les Etchemins--Levis,Breton,Gaby,BQ,12244
24010,Bellechasse--Les Etchemins--Levis,Frechette,Mario,PPC,794
24010,Bellechasse--Les Etchemins--Levis,Gagnon Gauthier,Marie-Philippe,NDP,1621
24010,Bellechasse--Les Etchemins--Levis,O'Farrell,Glenn,Liberal,18642
24010,Bellechasse--Les Etchemins--Levis,Vien,Dominique,Conservative,32097
24011,Beloeil--Chambly,Blanchet,Yves-Francois,BQ,32844
24011,Beloeil--Chambly,Beliveau,Marie-Josee,NDP,2391
24011,Beloeil--Chambly,Goulet,Sylvain,Conservative,9199
24011,Beloeil--Chambly,Malouin,Nicholas,Liberal,23136
24011,Beloeil--Chambly,Manes,Nicholas,PPC,482
24012,Berthier--Maskinonge,Bilodeau,Stephane,Liberal,15056
24012,Berthier--Maskinonge,Brosseau,Ruth Ellen,NDP,13457
24012,Berthier--Maskinonge,Gomez-Gnali,Elia,PPC,575
24012,Berthier--Maskinonge,Perron,Yves,BQ,21676
24012,Berthier--Maskinonge,Saliba,Peter,Conservative,10641
24012,Berthier--Maskinonge,Simon,Daniel,Green,551
24013,Bourassa,Dumay,Nehemie,Conservative,5905
24013,Bourassa,Gauvin,Catherine,NDP,2137
24013,Bourassa,Lamothe,Jean-Marc,PPC,433
24013,Bourassa,Mercier,Jency,BQ,6206
24013,Bourassa,Sari,Abdelhaq,Liberal,21198
24013,Bourassa,Tessier,Philippe,Independent,183
24013,Bourassa,Theberge,Dominique,MarxistLeninist,140
24014,Brome--Missisquoi,Boudreault,Jeff,BQ,20182
24014,Brome--Missisquoi,Charbonneau,Steve,Conservative,13743
24014,Brome--Missisquoi,Corcos,Michelle,Green,1139
24014,Brome--Missisquoi,Larose,Zoe,NDP,1600
24014,Brome--Missisquoi,McLeod,Jack,PPC,561
24014,Brome--Missisquoi,Villeneuve,Louis,Liberal,34727
24015,Brossard--Saint-Lambert,De Luca,Gregory,Green,855
24015,Brossard--Saint-Lambert,Huerta,Hector,PPC,381
24015,Brossard--Saint-Lambert,Huynh-Jan,William,Conservative,11076
24015,Brossard--Saint-Lambert,Mendes,Alexandra,Liberal,36541
24015,Brossard--Saint-Lambert,Mistou Akkaoui,Zeinab,NDP,2049
24015,Brossard--Saint-Lambert,Orihuela-Bouchard,Soledad,BQ,7837
24016,Charlesbourg--Haute-Saint-Charles,Bellemare,Louis,Liberal,22597
24016,Charlesbourg--Haute-Saint-Charles,Bisson,Danick,Independent,357
24016,Charlesbourg--Haute-Saint-Charles,Cyr,Paul,PPC,516
24016,Charlesbourg--Haute-Saint-Charles,Harrisson,Dominique,NDP,1752
24016,Charlesbourg--Haute-Saint-Charles,Laborit Infante,Bladimir,BQ,12346
24016,Charlesbourg--Haute-Saint-Charles,Paul-Hus,Pierre,Conservative,27698
24017,Chateauguay--Les Jardins-de-Napierville,De Repentigny,David,Conservative,13538
24017,Chateauguay--Les Jardins-de-Napierville,Desrochers,Martine,Green,773
24017,Chateauguay--Les Jardins-de-Napierville,Guerin,Nicolas,PPC,429
24017,Chateauguay--Les Jardins-de-Napierville,O'Hara,Patrick,BQ,18160
24017,Chateauguay--Les Jardins-de-Napierville,Provost,Nathalie,Liberal,28224
24017,Chateauguay--Les Jardins-de-Napierville,Wolker,Hannah,NDP,1377
24018,Chicoutimi--Le Fjord,Laporte,Yves,Green,476
24018,Chicoutimi--Le Fjord,Martel,Richard,Conservative,17356
24018,Chicoutimi--Le Fjord,Proulx,Stephane,Liberal,15820
24018,Chicoutimi--Le Fjord,Sabourin,Francois,PPC,339
24018,Chicoutimi--Le Fjord,St-Hilaire,Marc,BQ,15857
24018,Chicoutimi--Le Fjord,emond,Raphael,NDP,991
24019,Compton--Stanstead,Bresse,Nathalie,BQ,17305
24019,Compton--Stanstead,Dandurand,Marianne,Liberal,29951
24019,Compton--Stanstead,Laliberte,Valerie,NDP,2124
24019,Compton--Stanstead,Lehmann,Paul,PPC,787
24019,Compton--Stanstead,Painchaud,Jacques,Conservative,14292
24019,Compton--Stanstead,Tremblay,Sebastien,Green,1161
24020,Cote-du-Sud-Riviere-du-Loup-Kataskomiq-Temiscouata,Genereux,Bernard,Conservative,28873
24020,Cote-du-Sud-Riviere-du-Loup-Kataskomiq-Temiscouata,L'Heureux Hubert,Iseult,NDP,1072
24020,Cote-du-Sud-Riviere-du-Loup-Kataskomiq-Temiscouata,Masse,Remi,Liberal,19097
24020,Cote-du-Sud-Riviere-du-Loup-Kataskomiq-Temiscouata,Mony,Thibaud,Rhinoceros,206
24020,Cote-du-Sud-Riviere-du-Loup-Kataskomiq-Temiscouata,Morin,Jean-Francois,PPC,464
24020,Cote-du-Sud-Riviere-du-Loup-Kataskomiq-Temiscouata,Plourde,Alexie,Green,682
24020,Cote-du-Sud-Riviere-du-Loup-Kataskomiq-Temiscouata,Senecal,Diane,BQ,12598
24021,Cote-Nord--Kawawachikamach--Nitassinan,Babin,Gilles,Independent,193
24021,Cote-Nord--Kawawachikamach--Nitassinan,Beaulieu,Sebastien,Rhinoceros,557
24021,Cote-Nord--Kawawachikamach--Nitassinan,Coutu,Kevin,Liberal,10185
24021,Cote-Nord--Kawawachikamach--Nitassinan,Dorion,Melanie,Conservative,9365
24021,Cote-Nord--Kawawachikamach--Nitassinan,Gill,Marilene,BQ,16243
24021,Cote-Nord--Kawawachikamach--Nitassinan,Lalime,Marika,NDP,640
24022,Dorval--Lachine--LaSalle,Badr Eldeen,Amir,Green,823
24022,Dorval--Lachine--LaSalle,Dhillon,Anju,Liberal,29927
24022,Dorval--Lachine--LaSalle,Lavigne,Andre,Rhinoceros,251
24022,Dorval--Lachine--LaSalle,Lavoie,Angelique Soleil,NDP,2104
24022,Dorval--Lachine--LaSalle,Le Rougetel,Katy,Independent,71
24022,Dorval--Lachine--LaSalle,Patterson,Michael,PPC,478
24022,Dorval--Lachine--LaSalle,Postel,Pauline Fleur Julie,BQ,6338
24022,Dorval--Lachine--LaSalle,Sarr,Alioune,Conservative,10428
24023,Drummond,Champoux,Martin,BQ,24071
24023,Drummond,Choquette,Francois,NDP,2607
24023,Drummond,Frechette,Francois,Conservative,12790
24023,Drummond,Jerbi,Ghada,Liberal,15998
24023,Drummond,Trottier,William,PPC,773
24024,Gaspesie--Les Iles-de-la-Madeleine--Listuguj,Deschenes,Alexis,BQ,26091
24024,Gaspesie--Les Iles-de-la-Madeleine--Listuguj,Giroux,Denise,NDP,1005
24024,Gaspesie--Les Iles-de-la-Madeleine--Listuguj,Grenier,Shawn,Rhinoceros,572
24024,Gaspesie--Les Iles-de-la-Madeleine--Listuguj,Lebouthillier,Diane,Liberal,21817
24024,Gaspesie--Les Iles-de-la-Madeleine--Listuguj,Pigeon,Jean-Pierre,Conservative,7047
24024,Gaspesie--Les Iles-de-la-Madeleine--Listuguj,Rioux,Christian,PPC,452
24025,Gatineau,MacKinnon,Steven,Liberal,34751
24025,Gatineau,Nadeau,Richard,BQ,9373
24025,Gatineau,Pierre,Kethlande,Conservative,10982
24025,Gatineau,Saint-Jean,Mathieu,PPC,505
24025,Gatineau,Simoncic,Daniel,NDP,1615
24025,Gatineau,Soubliere,Pierre,MarxistLeninist,173
24026,Hochelaga--Rosemont-Est,Belley,Carl,Conservative,5402
24026,Hochelaga--Rosemont-Est,Dandenault,Christine,MarxistLeninist,242
24026,Hochelaga--Rosemont-Est,Girard-Lemay,Julie,NDP,6671
24026,Hochelaga--Rosemont-Est,Lessard,Rose,BQ,13902
24026,Hochelaga--Rosemont-Est,Menard,Marie-Gabrielle,Liberal,23601
24026,Hochelaga--Rosemont-Est,Pirro,Jacob,Green,1329
24027,Honore-Mercier,Beauchamp,Marie-Louise,PPC,351
24027,Honore-Mercier,Berard,Gaetan,Green,568
24027,Honore-Mercier,Henri,Edline,BQ,6435
24027,Honore-Mercier,Megni,Ingrid Fernanda,Conservative,10692
24027,Honore-Mercier,Sellah,Djaouida,NDP,1787
24027,Honore-Mercier,St-Pierre,Eric,Liberal,29947
24028,Hull--Aylmer,Declare,Jill,Conservative,8727
24028,Hull--Aylmer,Deschenes,Alexandre,MarxistLeninist,208
24028,Hull--Aylmer,Desgranges,Jean-Jacques,PPC,341
24028,Hull--Aylmer,Fergus,Greg,Liberal,31978
24028,Hull--Aylmer,Grondin,Alice,BQ,6248
24028,Hull--Aylmer,Matecki,Pascale,NDP,2855
24028,Hull--Aylmer,Morin-Paquette,Frederic,Green,1130
24029,Joliette--Manawan,Allaire,Marc,Liberal,17890
24029,Joliette--Manawan,Bapfou Vozang Siewe,Pascal,Conservative,8721
24029,Joliette--Manawan,Gordon,Vanessa,NDP,1408
24029,Joliette--Manawan,Poirier,erica,Green,1014
24029,Joliette--Manawan,Ste-Marie,Gabriel,BQ,28196
24030,Jonquiere,Boulanger,Fanny,Conservative,15314
24030,Jonquiere,Garon,Lise,NDP,932
24030,Jonquiere,Gaudreault,Patrick,PPC,516
24030,Jonquiere,Simard,Mario,BQ,20247
24030,Jonquiere,Van Tassel,William,Liberal,13172
24030,Jonquiere,Yelle,Marie-Josee,Green,448
24031,La Pointe-de-l'Ile,Beaulieu,Mario,BQ,22940
24031,La Pointe-de-l'Ile,Chaabi,Ghada,NDP,2279
24031,La Pointe-de-l'Ile,Huard,Olivier,Green,977
24031,La Pointe-de-l'Ile,Minko,Viviane,Liberal,20051
24031,La Pointe-de-l'Ile,Potapova,Violetta,Conservative,6781
24031,La Pointe-de-l'Ile,Royer,Genevieve,MarxistLeninist,181
24032,La Prairie--Atateken,Boisvert,Mathieu,NDP,1588
24032,La Prairie--Atateken,Fontaine,Ruth,PPC,361
24032,La Prairie--Atateken,Joannette,Barbara,Green,657
24032,La Prairie--Atateken,Pouliot,Dave,Conservative,11505
24032,La Prairie--Atateken,Ramsay,Jacques,Liberal,29418
24032,La Prairie--Atateken,Therrien,Alain,BQ,23232
24033,Lac-Saint-Jean,Blackburn,Dave,Conservative,11792
24033,Lac-Saint-Jean,Boily-Maltais,Hugues,NDP,819
24033,Lac-Saint-Jean,Bouchard,Lorie,PPC,540
24033,Lac-Saint-Jean,Brunelle-Duceppe,Alexis,BQ,22069
24033,Lac-Saint-Jean,Lemieux,Denis,Liberal,12536
24034,Lac-Saint-Louis,Dufort,Mathieu,PPC,471
24034,Lac-Saint-Louis,Evdokias,Gregory,NDP,1877
24034,Lac-Saint-Louis,Fournier,Tommy,BQ,2330
24034,Lac-Saint-Louis,Frizzell,Raymond,Green,915
24034,Lac-Saint-Louis,Rusniak,Matthew,Conservative,15203
24034,Lac-Saint-Louis,Scarpaleggia,Francis,Liberal,43446
24035,LaSalle--emard--Verdun,Ansari,Bisma,Green,1298
24035,LaSalle--emard--Verdun,Chouinard,Normand,MarxistLeninist,81
24035,LaSalle--emard--Verdun,Denomme,Frederic,Rhinoceros,169
24035,LaSalle--emard--Verdun,Fischer,Zsolt,Conservative,7456
24035,LaSalle--emard--Verdun,Guay,Claude,Liberal,27439
24035,LaSalle--emard--Verdun,Hu,Fang,Centrist,60
24035,LaSalle--emard--Verdun,Johnson,Manuel,Communist,136
24035,LaSalle--emard--Verdun,Sauve,Craig,NDP,5587
24035,LaSalle--emard--Verdun,Sauve,Louis-Philippe,BQ,11467
24035,LaSalle--emard--Verdun,Yablunovsky,Gregory,PPC,260
24036,Laurentides--Labelle,Charbonneau,Amelie,PPC,749
24036,Laurentides--Labelle,Gaudreau,Marie-Helene,BQ,23615
24036,Laurentides--Labelle,Le Comte,Michel,Green,864
24036,Laurentides--Labelle,Noel De Tilly,Michel,NDP,1341
24036,Laurentides--Labelle,Paquette,Daniel,Conservative,7900
24036,Laurentides--Labelle,Vienneau,Emrick,Liberal,18514
24037,Laurier--Sainte-Marie,Duplessis,Eugene,PPC,253
24037,Laurier--Sainte-Marie,Fournier,Mathieu,Conservative,4796
24037,Laurier--Sainte-Marie,Guilbeault,Steven,Liberal,27286
24037,Laurier--Sainte-Marie,Labelle,Michel,MarxistLeninist,269
24037,Laurier--Sainte-Marie,Lapierre,Emmanuel,BQ,8079
24037,Laurier--Sainte-Marie,Lauzon,Simon-Pierre,Independent,62
24037,Laurier--Sainte-Marie,Machouf,Nima,NDP,9856
24037,Laurier--Sainte-Marie,Mourkes,Dimitri,Independent,38
24037,Laurier--Sainte-Marie,Perceval-Maxwell,Dylan,Green,1452
24037,Laurier--Sainte-Marie,Poulin,Chantal,Rhinoceros,195
24037,Laurier--Sainte-Marie,Welsh,Adrien,Communist,115
24038,Laval--Les Iles,Dansereau-Redhead,Catherine,BQ,8298
24038,Laval--Les Iles,El-Khoury,Faycal,Liberal,28302
24038,Laval--Les Iles,Loiselle-Schiettekatte,etienne,NDP,1961
24038,Laval--Les Iles,Merakos,Konstantinos,Conservative,18355
24039,Les Pays-d'en-Haut,Baland,Eric-Abel,NDP,1493
24039,Les Pays-d'en-Haut,Charbonneau,Ariane,BQ,23750
24039,Les Pays-d'en-Haut,Leroux,Vincent,Conservative,11816
24039,Les Pays-d'en-Haut,Mogiljansky,George,PPC,639
24039,Les Pays-d'en-Haut,Steinberger,Karine,Green,1038
24039,Les Pays-d'en-Haut,Watchorn,Tim,Liberal,26967
24040,Levis--Lotbiniere,Cornish,Molly,NDP,1635
24040,Levis--Lotbiniere,Daigle,Ghislain,Liberal,20549
24040,Levis--Lotbiniere,Gourde,Jacques,Conservative,33312
24040,Levis--Lotbiniere,Julien,Pierre,BQ,13627
24040,Levis--Lotbiniere,Roy,Pier-Olivier,PPC,698
24041,Longueuil--Charles-LeMoyne,Gagnon,Donald,Rhinoceros,389
24041,Longueuil--Charles-LeMoyne,Gravel,Marie-Andree,NDP,2832
24041,Longueuil--Charles-LeMoyne,Oerde,Beritan,BQ,13583
24041,Longueuil--Charles-LeMoyne,Olinga,Tiny,PPC,411
24041,Longueuil--Charles-LeMoyne,Roberts,Terry,Conservative,8547
24041,Longueuil--Charles-LeMoyne,Romanado,Sherry,Liberal,25138
24042,Longueuil--Saint-Hubert,Benhadj,Nesrine,NDP,2986
24042,Longueuil--Saint-Hubert,Boucher,Martine,Conservative,8447
24042,Longueuil--Saint-Hubert,Joseph,Natilien,Liberal,24237
24042,Longueuil--Saint-Hubert,Trudel,Denis,BQ,23468
24043,Louis-Hebert,Dussault,Claude,Conservative,12164
24043,Louis-Hebert,Lightbound,Joel,Liberal,33512
24043,Louis-Hebert,Lussiaa-Berdou,Jean-Paul,NDP,1540
24043,Louis-Hebert,Maholy,Vatthana,PPC,332
24043,Louis-Hebert,Savard,Valerie,BQ,12897
24044,Louis-Saint-Laurent--Akiawenhrahk,Deltell,Gerard,Conservative,29525
24044,Louis-Saint-Laurent--Akiawenhrahk,Ducharme,Colette,NDP,1607
24044,Louis-Saint-Laurent--Akiawenhrahk,Leclerc,Anthony,PPC,527
24044,Louis-Saint-Laurent--Akiawenhrahk,Pierre,Rhode-Malaure,Liberal,21693
24044,Louis-Saint-Laurent--Akiawenhrahk,Trudel,Martin,BQ,12465
